Count
77
37
30
40
36
39
40
42
41
33
26
29
47
33
32
40
42
39
41
36
33
34
35
35
38
37
42
45
46
36
42
33
29
40
32
38
52
46
41
40
47
26
35
36
38
36
35
36
42
40
31
34
32
31
36
40
36
43
30
33
59
40
36
33
35
27
25
33
49
29
36
33
34
38
25
35
44
38
26
30
24
39
31
22
31
32
38
31
36
33
38
38
34
41
38
40
39
20
36
20
42
43
32
41
38
45
36
46
39
30
30
40
44
32
41
30
31
36
34
37
47
36
48
42
41
48
38
27
27
33
32
41
28
31
32
50
32
21
37
46
46
36
48
36
42
33
31
40
34
30
40
48
39
37
50
48
46
49
39
44
34
42
40
33
38
47
40
40
35
43
40
43
36
36
36
36
35
35
38
35
60
47
47
49
39
36
48
40
48
41
42
47
40
46
50
49
53
34
37
42
47
44
40
33
40
50
46
36
33
29
52
53
59
52
40
41
45
51
46
40
47
47
33
37
46
37
42
28
43
49
31
40
29
44
46
35
41
29
44
37
65
43
40
52
40
43
44
37
47
36
39
50
39
38
40
44
42
35
39
41
44
29
44
36
40
48
44
33
36
35
43
32
46
42
28
42
35
35
46
46
41
37
34
39
32
51
34
37
42
37
34
46
37
29
41
41
48
43
39
37
71
48
44
39
39
32
27
39
34
32
38
36
32
46
45
40
40
32
37
46
38
37
43
46
45
42
49
37
46
36
55
33
26
39
43
47
50
45
27
36
48
42
59
43
40
49
38
49
40
43
47
50
32
38
54
48
40
51
31
41
83
52
52
53
33
39
50
38
35
49
44
54
39
38
45
49
44
46
38
39
48
41
41
47
22
49
43
50
56
33
54
45
29
49
37
47
47
41
42
52
49
44
42
57
52
55
27
50
43
56
49
40
38
42
38
40
45
40
47
31
79
51
45
50
41
53
50
47
58
52
59
57
60
57
37
60
48
42
44
43
52
44
54
61
56
43
52
40
61
65
60
44
69
42
57
47
50
52
42
48
66
53
48
55
71
56
57
55
52
41
52
64
45
60
56
47
53
37
54
46
91
66
49
45
37
63
44
45
46
64
64
57
55
45
44
48
46
44
44
43
39
54
41
47
51
57
54
44
56
43
64
53
44
52
52
59
44
62
56
53
61
58
53
38
50
50
46
42
56
46
49
56
62
51
47
65
61
45
48
52
84
39
53
71
58
60
55
36
33
55
66
43
68
60
42
66
58
56
44
62
49
50
59
51
63
55
57
46
46
44
76
65
34
61
50
56
50
59
47
47
58
55
46
53
61
60
48
60
54
52
70
48
47
44
48
52
50
43
58
51
63
63
41
59
61
50
46
69
50
44
55
49
50
53
50
55
47
49
44
54
53
61
75
46
49
55
65
63
58
63
51
61
43
50
63
55
48
48
62
45
43
59
44
55
56
46
57
60
48
58
50
52
63
50
44
59
68
60
63
63
92
60
59
51
53
77
59
49
50
51
48
60
59
42
56
67
59
65
63
73
63
52
67
63
44
51
54
58
60
51
74
64
64
62
53
66
60
49
57
69
64
69
60
63
66
68
53
51
53
58
63
61
39
51
48
71
49
77
46
48
77
58
68
65
69
55
77
70
69
67
60
62
56
60
71
68
75
57
61
64
73
58
67
66
61
62
71
61
62
61
78
78
58
62
57
61
79
77
54
62
69
64
69
64
72
85
60
63
57
66
68
65
64
38
70
51
58
65
64
68
90
64
71
53
65
58
77
78
61
56
70
56
74
63
72
82
80
63
60
79
51
61
79
67
57
72
58
69
68
75
97
63
77
57
64
61
85
67
69
79
69
90
79
64
68
64
76
69
79
68
59
74
56
81
70
62
80
68
73
59
107
68
72
88
63
78
63
53
60
76
59
68
61
43
54
54
69
63
53
71
79
62
70
83
61
73
58
76
64
75
81
72
60
58
58
65
57
49
73
74
81
76
75
62
79
71
73
61
71
62
67
59
67
66
54
59
56
78
69
72
87
80
72
61
63
77
69
65
71
82
86
71
60
69
69
75
72
71
70
69
81
63
77
57
75
71
56
76
62
81
86
66
71
74
62
70
77
73
69
76
58
66
60
59
57
65
68
55
76
62
76
59
50
61
81
64
67
56
63
51
88
72
64
66
59
60
67
76
86
65
58
64
69
60
79
67
56
59
69
79
78
86
58
75
67
72
60
63
66
53
77
68
54
58
72
64
64
65
73
82
59
68
62
58
76
68
65
57
78
57
78
73
51
50
73
55
66
65
63
71
105
79
80
73
75
65
66
84
75
59
69
55
67
61
67
74
74
70
64
69
60
58
53
75
68
68
54
56
51
59
62
53
72
57
60
60
58
65
51
63
70
62
55
56
58
70
50
56
56
44
53
64
47
51
79
69
45
50
65
70
91
72
79
43
64
66
64
66
67
51
56
59
55
63
74
67
70
52
64
69
67
62
56
63
57
57
58
49
50
51
86
59
50
59
66
66
68
60
60
68
59
79
65
65
62
66
60
69
50
62
55
61
56
55
47
84
46
53
57
49
92
56
73
56
62
65
63
72
55
60
62
56
62
74
43
71
66
57
58
59
60
61
62
62
50
52
55
49
55
48
60
51
48
59
68
52
45
51
48
51
47
45
52
50
59
51
63
64
62
51
48
45
56
64
64
46
49
48
54
41
76
63
59
62
56
52
47
53
57
56
47
52
56
45
51
65
59
61
44
49
54
44
54
63
58
61
55
46
48
48
54
40
68
53
62
53
44
59
44
36
48
44
54
49
53
50
59
51
53
51
46
52
53
52
58
65
39
39
62
44
68
56
40
44
45
45
40
40
52
46
50
49
58
47
45
39
62
50
58
36
44
47
51
47
37
43
49
51
38
42
62
53
49
45
46
57
49
34
36
39
39
41
56
54
45
47
42
47
39
48
53
36
36
44
37
49
45
46
42
51
61
43
52
44
43
41
45
44
37
32
41
38
41
45
37
52
41
32
40
42
55
47
38
52
36
42
49
55
57
43
54
31
41
42
30
38
44
50
37
36
45
33
30
40
53
35
27
45
40
32
40
26
41
32
39
39
34
49
45
36
72
44
44
42
49
26
51
30
40
28
40
46
52
30
37
38
40
38
31
31
40
38
29
31
42
41
49
34
39
43
58
40
38
42
33
40
29
40
39
27
38
29
39
41
31
42
33
41
28
30
45
31
28
52
32
40
36
27
41
39
