,POS,NEU,NEG
0,0.08096965428571427,0.8237526171428572,0.09527774614285714
1,0.30060027642773723,0.557735065810219,0.14166465857664234
2,0.21485149076436363,0.6064691012381818,0.17867941265709092
3,0.30188269621239316,0.5544006135042735,0.14371668324615386
4,0.259683989927451,0.6227972793568627,0.11751872817411765
5,0.23686011147108435,0.6239138764779116,0.1392260087639759
6,0.26128988410508475,0.6132407452542372,0.12546937773432204
7,0.24025723961842105,0.6376797044624061,0.12206304966120302
8,0.24491905053580246,0.6283111635144032,0.12676978349917695
9,0.22820013839798386,0.6566342317540322,0.1151656296378629
10,0.23349904441935485,0.6472022978951614,0.11929866257903225
11,0.22493185184405146,0.6065790066848874,0.16848914584405145
12,0.27441176413798446,0.5952863395581395,0.13030189622348837
13,0.2522604950988,0.6117658087224,0.13597369863404002
14,0.23595800664071148,0.6120011389960475,0.15204087086482215
15,0.23483603641977613,0.6404546885634328,0.12470927767089553
16,0.20177178735919118,0.627109762507353,0.17111844706691176
17,0.21648346928479087,0.6281331976730038,0.15538333522053233
18,0.22456634623219696,0.6171455043484848,0.15828815107329544
19,0.23790239399419086,0.591951345626556,0.17014626388821577
20,0.2293464157681388,0.6365189113564669,0.13413466639684543
21,0.2427503943537217,0.5999797151456311,0.15726988628271843
22,0.2661585412525974,0.5784330425487013,0.15540841153344157
23,0.26038122503738603,0.6072307837410335,0.13238799462416415
24,0.2281859041237354,0.6049520665603113,0.16686203008638134
25,0.24106170533105264,0.6082146724947368,0.15072362496868422
26,0.21875942142100457,0.6195701149954338,0.16167046358757992
27,0.2712024292901042,0.616872714859375,0.11192485674791668
28,0.24143863176705202,0.5843727263410404,0.17418863408554913
29,0.2532047448212121,0.6102933403888888,0.13650191331919193
30,0.2822983681475138,0.5742504901381216,0.1434511501577348
31,0.2430968852535135,0.6020195160162163,0.1548835930235135
32,0.2348928412283237,0.6214618778843931,0.14364527841358382
33,0.21085480343260868,0.6483421979347826,0.14080299549375
34,0.21856593082448977,0.6334076810561224,0.14802638589260203
35,0.20046298182739725,0.6326578277671233,0.1668791871680365
36,0.2164886518188889,0.6442424796388889,0.13926887440811112
37,0.1966714789617647,0.641204095302521,0.16212443418991596
38,0.22468003020441174,0.6023801084509803,0.1729398683284314
39,0.20097757745434783,0.6431625884173913,0.1558598309028261
40,0.2364765109555046,0.5955539241995413,0.16796957692706424
41,0.2403393270828829,0.5855215621441442,0.17413911300045043
42,0.2341330886668122,0.6451944673580786,0.12067243828445415
43,0.2130137308077273,0.6289820321999999,0.1580042342590909
44,0.19563501396123348,0.6351618898502203,0.16920309496784142
45,0.20971196169372197,0.6324491999641255,0.1578388379026906
46,0.22659440698681818,0.6451648463727273,0.12824074898863635
47,0.1975053015301653,0.6480274607561983,0.15446723769338844
48,0.20798899023636364,0.6305205392545454,0.16149047449454546
49,0.21144880108208955,0.6255789685410448,0.16297222048880597
50,0.22106034674377226,0.6148889629039146,0.16405068744839857
51,0.30545981181720433,0.5406290515591398,0.1539111346810036
52,0.2602901081609196,0.584430694670498,0.1552791921111111
53,0.19179056054779411,0.6706751915441176,0.13753424572058823
54,0.2038633328405797,0.6495444592717391,0.14659220727173913
55,0.2192829135122807,0.6461264044140351,0.13459068669122806
56,0.24350940823549488,0.6586345316791808,0.09785605278498294
57,0.17792680078467152,0.6729890289452555,0.14908417260218979
58,0.22202516871380473,0.6429625612794613,0.1350122706936027
59,0.20623560158053691,0.6508250834093959,0.14293930518120804
60,0.21164633650155765,0.6236689130841121,0.1646847466043614
61,0.19669173613620072,0.630411797344086,0.17289646592473118
62,0.24168325842019542,0.6175468262442997,0.14076992295765473
63,0.23816820884713377,0.5874606132834395,0.17437117561783438
64,0.2621211977614035,0.5843855529824561,0.1534932440385965
65,0.21794896278032788,0.6468689053737705,0.135182134252459
66,0.2080742929520548,0.6543688948664383,0.1375568171609589
67,0.27584435651681954,0.572622532293578,0.1515331147094801
68,0.21876491836795253,0.6355752576617211,0.1456598279554896
69,0.2230875995224359,0.6175158387051283,0.1593965611025641
70,0.252303081186747,0.6032150322048192,0.1444818738433735
71,0.20645369836950148,0.624853824797654,0.1686924773929619
